COUNTY,YEARS,STRATA,AGE GROUP,LIFETIME PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
Lassen,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Los Angeles,2019–2020,Age groups,0–4 years,7.700,(3.8–11.6),,
Madera,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Marin,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Mariposa,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Mendocino,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Merced,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Modoc,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Mono,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Monterey,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Napa,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Nevada,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Orange,2019–2020,Age groups,0–4 years,2.600,(0.4–4.9),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Placer,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Plumas,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Riverside,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sacramento,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Benito,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Bernardino,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Diego,2019–2020,Age groups,0–4 years,5.200,(3.5–6.9),,
San Francisco,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Joaquin,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Luis Obispo,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Mateo,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Santa Barbara,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Santa Clara,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Santa Cruz,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Shasta,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sierra,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Siskiyou,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Solano,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sonoma,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Stanislaus,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sutter,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Tehama,2019–2020,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to small numbers of survey responses
Trinity,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Tulare,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Tuolumne,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Ventura,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Yolo,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Yuba,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
California,2019–2020,Age groups,5–17 years,14.500,(13.3–15.7),,
Alameda,2019–2020,Age groups,5–17 years,20.500,(14.5–26.5),,
Alpine,2019–2020,Age groups,5–17 years,24.700,(10.6–38.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Amador,2019–2020,Age groups,5–17 years,24.700,(10.6–38.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Butte,2019–2020,Age groups,5–17 years,37.600,(17.7–57.6),,
Calaveras,2019–2020,Age groups,5–17 years,24.700,(10.6–38.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Colusa,2019–2020,Age groups,5–17 years,19.200,(7.0–31.5),"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Contra Costa,2019–2020,Age groups,5–17 years,11.800,(4.8–18.9),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Del Norte,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
El Dorado,2019–2020,Age groups,5–17 years,15.400,(0.9–29.9),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Fresno,2019–2020,Age groups,5–17 years,13.400,(6.5–20.2),,
Glenn,2019–2020,Age groups,5–17 years,19.200,(7.0–31.5),"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Humboldt,2019–2020,Age groups,5–17 years,24.500,(10.4–38.5),,
Imperial,2019–2020,Age groups,5–17 years,12.100,(2.2–22.0),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Inyo,2019–2020,Age groups,5–17 years,24.700,(10.6–38.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Kern,2019–2020,Age groups,5–17 years,9.000,(3.6–14.3),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Kings,2019–2020,Age groups,5–17 years,37.600,(20.6–54.5),,
Lake,2019–2020,Age groups,5–17 years,21.500,(5.5–37.4),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Lassen,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Los Angeles,2019–2020,Age groups,5–17 years,14.700,(11.7–17.7),,
Madera,2019–2020,Age groups,5–17 years,17.300,(1.9–32.8),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Marin,2019–2020,Age groups,5–17 years,27.800,(16.8–38.9),,
Mariposa,2019–2020,Age groups,5–17 years,24.700,(10.6–38.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Mendocino,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Merced,2019–2020,Age groups,5–17 years,13.400,(1.2–25.5),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Modoc,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Mono,2019–2020,Age groups,5–17 years,24.700,(10.6–38.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Monterey,2019–2020,Age groups,5–17 years,16.300,(10.7–22.0),,
Napa,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Nevada,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Orange,2019–2020,Age groups,5–17 years,17.300,(12.9–21.7),,
Placer,2019–2020,Age groups,5–17 years,11.600,(2.4–20.8),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Plumas,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Riverside,2019–2020,Age groups,5–17 years,13.400,(7.5–19.3),,
Sacramento,2019–2020,Age groups,5–17 years,10.900,(4.8–17.1),,
San Benito,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
San Bernardino,2019–2020,Age groups,5–17 years,12.600,(6.2–19.1),,
San Diego,2019–2020,Age groups,5–17 years,12.000,(8.5–15.5),,
San Francisco,2019–2020,Age groups,5–17 years,16.500,(9.8–23.1),,
San Joaquin,2019–2020,Age groups,5–17 years,22.500,(9.8–35.2),,
San Luis Obispo,2019–2020,Age groups,5–17 years,3.200,(0.3–6.2),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Mateo,2019–2020,Age groups,5–17 years,18.400,(8.2–28.6),,
Santa Barbara,2019–2020,Age groups,5–17 years,6.600,(1.4–11.9),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Santa Clara,2019–2020,Age groups,5–17 years,11.300,(5.2–17.4),,
Santa Cruz,2019–2020,Age groups,5–17 years,11.500,(1.7–21.3),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Shasta,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Sierra,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Siskiyou,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Solano,2019–2020,Age groups,5–17 years,10.800,(3.1–18.6),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Sonoma,2019–2020,Age groups,5–17 years,6.700,(0.2–13.2),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Stanislaus,2019–2020,Age groups,5–17 years,19.100,(8.2–30.1),,
Sutter,2019–2020,Age groups,5–17 years,17.300,(2.1–32.5),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Tehama,2019–2020,Age groups,5–17 years,19.200,(7.0–31.5),"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Trinity,2019–2020,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Tulare,2019–2020,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Tuolumne,2019–2020,Age groups,5–17 years,24.700,(10.6–38.9),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Ventura,2019–2020,Age groups,5–17 years,16.100,(5.4–26.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Yolo,2019–2020,Age groups,5–17 years,14.000,(1.7–26.3),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Yuba,2019–2020,Age groups,5–17 years,14.200,(4.5–23.9),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
California,2019–2020,Age groups,18–64 years,16.600,(16.0–17.2),,
Alameda,2019–2020,Age groups,18–64 years,14.300,(11.3–17.3),,
Alpine,2019–2020,Age groups,18–64 years,29.200,(20.8–37.7),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Amador,2019–2020,Age groups,18–64 years,29.200,(20.8–37.7),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Butte,2019–2020,Age groups,18–64 years,18.600,(12.4–24.9),,
Calaveras,2019–2020,Age groups,18–64 years,29.200,(20.8–37.7),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
